,redeem_status,name,bonus,cumulativevalue,netvalue,fund_id,daily_growth_rate,apply_status,netvalue_date
15164,暂停赎回,长信富民纯债一年定开债A,,1.0151,1.0051,5069,,暂停申购,2018-02-14
15165,开放赎回,永赢永益债券C,,1.0233,1.003,5074,0.03%,开放申购,2018-03-16
15166,开放赎回,永赢永益债券C,,1.0230,1.0027,5074,0.00%,开放申购,2018-03-15
15167,开放赎回,永赢永益债券C,,1.0230,1.0027,5074,0.02%,开放申购,2018-03-14
15168,暂停赎回,长信富民纯债一年定开债A,,1.0143,1.0043,5069,,暂停申购,2018-02-09
15169,暂停赎回,长信富民纯债一年定开债A,,1.0133,1.0033,5069,,暂停申购,2018-02-02
15170,暂停赎回,长信富民纯债一年定开债A,,1.0119,1.0019,5069,,暂停申购,2018-01-26
15171,暂停赎回,长信富民纯债一年定开债A,,1.0119,1.0019,5069,,暂停申购,2018-01-19
15172,开放赎回,融通逆向策略灵活配置混合,,0.9982,0.9982,5067,-0.01%,开放申购,2018-03-27
15173,开放赎回,融通逆向策略灵活配置混合,,0.9983,0.9983,5067,-0.17%,开放申购,2018-03-26
15174,开放赎回,融通逆向策略灵活配置混合,,1.0000,1.0,5067,-0.99%,开放申购,2018-03-23
15175,开放赎回,融通逆向策略灵活配置混合,,1.0100,1.01,5067,-0.35%,开放申购,2018-03-22
15176,开放赎回,融通逆向策略灵活配置混合,,1.0135,1.0135,5067,-0.33%,开放申购,2018-03-21
15177,开放赎回,融通逆向策略灵活配置混合,,1.0169,1.0169,5067,-0.03%,开放申购,2018-03-20
15178,开放赎回,融通逆向策略灵活配置混合,,1.0172,1.0172,5067,0.20%,开放申购,2018-03-19
15179,暂停赎回,农银永益定开混合,,0.9962,0.9962,5061,,暂停申购,2018-03-23
15180,暂停赎回,农银永益定开混合,,1.0010,1.001,5061,,暂停申购,2018-03-16
15181,暂停赎回,农银永益定开混合,,1.0011,1.0011,5061,,暂停申购,2018-03-09
15182,暂停赎回,农银永益定开混合,,0.9992,0.9992,5061,,暂停申购,2018-03-02
15183,暂停赎回,农银永益定开混合,,0.9990,0.999,5061,,暂停申购,2018-02-23
15184,暂停赎回,农银永益定开混合,,0.9955,0.9955,5061,,暂停申购,2018-02-14
15185,暂停赎回,农银永益定开混合,,0.9897,0.9897,5061,,暂停申购,2018-02-09
15186,暂停赎回,长信富海纯债一年定开债A,,1.0097,1.0097,5068,,暂停申购,2018-03-23
15187,暂停赎回,长信富海纯债一年定开债A,,1.0060,1.006,5068,,暂停申购,2018-03-16
15188,暂停赎回,长信富海纯债一年定开债A,,1.0056,1.0056,5068,,暂停申购,2018-03-09
15189,暂停赎回,长信富海纯债一年定开债A,,1.0049,1.0049,5068,,暂停申购,2018-03-02
15190,暂停赎回,长信富海纯债一年定开债A,,1.0043,1.0043,5068,,暂停申购,2018-02-23
15191,暂停赎回,长信富海纯债一年定开债A,,1.0029,1.0029,5068,,暂停申购,2018-02-14
15192,开放赎回,融通逆向策略灵活配置混合,,1.0152,1.0152,5067,-0.07%,开放申购,2018-03-16
15193,开放赎回,融通逆向策略灵活配置混合,,1.0159,1.0159,5067,0.17%,开放申购,2018-03-15
15194,开放赎回,融通逆向策略灵活配置混合,,1.0142,1.0142,5067,-0.21%,开放申购,2018-03-14
15195,暂停赎回,农银永益定开混合,,1.0001,1.0001,5061,,暂停申购,2018-02-02
15196,暂停赎回,农银永益定开混合,,1.0038,1.0038,5061,,暂停申购,2018-01-26
15197,暂停赎回,农银永益定开混合,,1.0019,1.0019,5061,,暂停申购,2018-01-19
15198,暂停赎回,长信富海纯债一年定开债A,,1.0020,1.002,5068,,暂停申购,2018-02-09
15199,暂停赎回,长信富海纯债一年定开债A,,1.0011,1.0011,5068,,暂停申购,2018-02-02
15200,暂停赎回,长信富海纯债一年定开债A,,1.0003,1.0003,5068,,暂停申购,2018-01-26
15201,暂停赎回,长信富海纯债一年定开债A,,1.0002,1.0002,5068,,暂停申购,2018-01-19
15202,开放赎回,博时中证500指数增强,,0.9689,0.9689,5062,2.01%,开放申购,2018-03-27
15203,开放赎回,博时中证500指数增强,,0.9498,0.9498,5062,1.62%,开放申购,2018-03-26
15204,开放赎回,博时中证500指数增强,,0.9347,0.9347,5062,-5.22%,开放申购,2018-03-23
15205,开放赎回,博时中证500指数增强,,0.9862,0.9862,5062,-0.49%,开放申购,2018-03-22
15206,开放赎回,博时中证500指数增强,,0.9911,0.9911,5062,-0.83%,开放申购,2018-03-21
15207,开放赎回,博时中证500指数增强,,0.9994,0.9994,5062,0.23%,开放申购,2018-03-20
15208,开放赎回,博时中证500指数增强,,0.9971,0.9971,5062,-0.14%,开放申购,2018-03-19
15209,开放赎回,博时中证500指数增强,,0.9985,0.9985,5062,-0.56%,开放申购,2018-03-16
15210,开放赎回,博时中证500指数增强,,1.0041,1.0041,5062,-0.43%,开放申购,2018-03-15
15211,开放赎回,博时中证500指数增强,,1.0084,1.0084,5062,-0.81%,开放申购,2018-03-14
15212,开放赎回,长安鑫旺价值混合A,,1.1042,1.1042,5049,0.67%,开放申购,2018-03-27
15213,开放赎回,长安鑫旺价值混合A,,1.0968,1.0968,5049,-0.04%,开放申购,2018-03-26
15214,开放赎回,长安鑫旺价值混合A,,1.0972,1.0972,5049,-3.38%,开放申购,2018-03-23
15215,开放赎回,长安鑫旺价值混合A,,1.1356,1.1356,5049,-1.30%,开放申购,2018-03-22
15216,开放赎回,长安鑫旺价值混合A,,1.1506,1.1506,5049,-0.40%,开放申购,2018-03-21
15217,开放赎回,长安鑫旺价值混合A,,1.1552,1.1552,5049,-0.08%,开放申购,2018-03-20
15218,开放赎回,鹏扬景兴混合C,,1.0414,1.0414,5040,-0.05%,开放申购,2018-03-27
15219,开放赎回,鹏扬景兴混合C,,1.0419,1.0419,5040,-0.24%,开放申购,2018-03-26
15220,开放赎回,鹏扬景兴混合C,,1.0444,1.0444,5040,-0.96%,开放申购,2018-03-23
15221,开放赎回,鹏扬景兴混合C,,1.0545,1.0545,5040,-0.40%,开放申购,2018-03-22
15222,开放赎回,鹏扬景兴混合C,,1.0587,1.0587,5040,-0.35%,开放申购,2018-03-21
15223,开放赎回,鹏扬景兴混合C,,1.0624,1.0624,5040,0.39%,开放申购,2018-03-20
15224,开放赎回,长安鑫旺价值混合A,,1.1561,1.1561,5049,0.50%,开放申购,2018-03-19
15225,开放赎回,长安鑫旺价值混合A,,1.1504,1.1504,5049,-0.93%,开放申购,2018-03-16
15226,开放赎回,长安鑫旺价值混合A,,1.1612,1.1612,5049,0.46%,开放申购,2018-03-15
15227,开放赎回,长安鑫旺价值混合A,,1.1559,1.1559,5049,-0.33%,开放申购,2018-03-14
15228,开放赎回,鹏扬景兴混合C,,1.0583,1.0583,5040,0.44%,开放申购,2018-03-19
15229,开放赎回,鹏扬景兴混合C,,1.0537,1.0537,5040,-0.42%,开放申购,2018-03-16
15230,开放赎回,鹏扬景兴混合C,,1.0581,1.0581,5040,0.12%,开放申购,2018-03-15
15231,开放赎回,鹏扬景兴混合C,,1.0568,1.0568,5040,-0.13%,开放申购,2018-03-14
15232,开放赎回,银河量化价值混合,,0.9456,0.9456,5053,1.01%,开放申购,2018-03-27
15233,开放赎回,银河量化价值混合,,0.9361,0.9361,5053,-0.66%,开放申购,2018-03-26
15234,开放赎回,银河量化价值混合,,0.9423,0.9423,5053,-3.31%,开放申购,2018-03-23
15235,开放赎回,银河量化价值混合,,0.9746,0.9746,5053,-0.96%,开放申购,2018-03-22
15236,开放赎回,银河量化价值混合,,0.9840,0.984,5053,-0.48%,开放申购,2018-03-21
15237,开放赎回,银河量化价值混合,,0.9887,0.9887,5053,-0.23%,开放申购,2018-03-20
15238,开放赎回,南华瑞颐混合C,,0.9907,0.9907,5048,-0.13%,开放申购,2018-03-27
15239,开放赎回,南华瑞颐混合C,,0.9920,0.992,5048,0.01%,开放申购,2018-03-26
15240,开放赎回,南华瑞颐混合C,,0.9919,0.9919,5048,-0.50%,开放申购,2018-03-23
15241,开放赎回,南华瑞颐混合C,,0.9969,0.9969,5048,-0.07%,开放申购,2018-03-22
15242,开放赎回,南华瑞颐混合C,,0.9976,0.9976,5048,0.08%,开放申购,2018-03-21
15243,开放赎回,南华瑞颐混合C,,0.9968,0.9968,5048,-0.02%,开放申购,2018-03-20
15244,开放赎回,南华瑞颐混合C,,0.9970,0.997,5048,-0.05%,开放申购,2018-03-19
15245,开放赎回,银河量化价值混合,,0.9910,0.991,5053,0.11%,开放申购,2018-03-19
15246,开放赎回,银河量化价值混合,,0.9899,0.9899,5053,-0.68%,开放申购,2018-03-16
15247,开放赎回,银河量化价值混合,,0.9967,0.9967,5053,0.41%,开放申购,2018-03-15
15248,开放赎回,银河量化价值混合,,0.9926,0.9926,5053,-0.50%,开放申购,2018-03-14
15249,开放赎回,南华瑞颐混合C,,0.9975,0.9975,5048,0.01%,开放申购,2018-03-16
15250,开放赎回,南华瑞颐混合C,,0.9974,0.9974,5048,-0.20%,开放申购,2018-03-15
15251,开放赎回,南华瑞颐混合C,,0.9994,0.9994,5048,-0.28%,开放申购,2018-03-14
15252,开放赎回,银华信息科技量化股票发起式,,0.8825,0.8825,5035,3.62%,开放申购,2018-03-27
15253,开放赎回,银华信息科技量化股票发起式,,0.8517,0.8517,5035,2.33%,开放申购,2018-03-26
15254,开放赎回,银华信息科技量化股票发起式,,0.8323,0.8323,5035,-5.82%,开放申购,2018-03-23
15255,开放赎回,银华信息科技量化股票发起式,,0.8837,0.8837,5035,-0.53%,开放申购,2018-03-22
15256,开放赎回,银华信息科技量化股票发起式,,0.8884,0.8884,5035,-0.85%,开放申购,2018-03-21
15257,开放赎回,银华信息科技量化股票发起式,,0.8960,0.896,5035,0.50%,开放申购,2018-03-20
15258,开放赎回,银华信息科技量化股票发起式,,0.8915,0.8915,5035,0.81%,开放申购,2018-03-19
15259,开放赎回,银华信息科技量化股票发起式,,0.8843,0.8843,5035,-0.95%,开放申购,2018-03-16
15260,开放赎回,银华信息科技量化股票发起式,,0.8928,0.8928,5035,0.01%,开放申购,2018-03-15
15261,开放赎回,银华信息科技量化股票发起式,,0.8927,0.8927,5035,-1.78%,开放申购,2018-03-14
15262,开放赎回,鹏扬景兴混合A,,1.0444,1.0444,5039,-0.05%,开放申购,2018-03-27
15263,开放赎回,鹏扬景兴混合A,,1.0449,1.0449,5039,-0.24%,开放申购,2018-03-26
15264,开放赎回,鹏扬景兴混合A,,1.0474,1.0474,5039,-0.95%,开放申购,2018-03-23
15265,开放赎回,鹏扬景兴混合A,,1.0574,1.0574,5039,-0.41%,开放申购,2018-03-22
15266,开放赎回,鹏扬景兴混合A,,1.0617,1.0617,5039,-0.35%,开放申购,2018-03-21
15267,开放赎回,鹏扬景兴混合A,,1.0654,1.0654,5039,0.40%,开放申购,2018-03-20
15268,开放赎回,鹏扬景兴混合A,,1.0612,1.0612,5039,0.44%,开放申购,2018-03-19
15269,开放赎回,鹏扬景兴混合A,,1.0565,1.0565,5039,-0.42%,开放申购,2018-03-16
15270,开放赎回,鹏扬景兴混合A,,1.0610,1.061,5039,0.12%,开放申购,2018-03-15
15271,开放赎回,鹏扬景兴混合A,,1.0597,1.0597,5039,-0.12%,开放申购,2018-03-14
15272,暂停赎回,南方兴利定开债券,,1.0189,1.0189,5024,,暂停申购,2018-03-23
15273,暂停赎回,南方兴利定开债券,,1.0165,1.0165,5024,,暂停申购,2018-03-16
15274,暂停赎回,南方兴利定开债券,,1.0155,1.0155,5024,,暂停申购,2018-03-09
15275,暂停赎回,南方兴利定开债券,,1.0144,1.0144,5024,,暂停申购,2018-03-02
15276,暂停赎回,南方兴利定开债券,,1.0128,1.0128,5024,,暂停申购,2018-02-23
15277,暂停赎回,南方兴利定开债券,,1.0116,1.0116,5024,,暂停申购,2018-02-14
15278,暂停赎回,南方兴利定开债券,,1.0105,1.0105,5024,,暂停申购,2018-02-09
15279,暂停赎回,南方兴利定开债券,,1.0090,1.009,5024,,暂停申购,2018-02-02
15280,暂停赎回,南方兴利定开债券,,1.0072,1.0072,5024,,暂停申购,2018-01-26
15281,暂停赎回,南方兴利定开债券,,1.0062,1.0062,5024,,暂停申购,2018-01-19
15282,开放赎回,银华智能汽车量化股票发起式,,0.8575,0.8575,5034,1.41%,开放申购,2018-03-27
15283,开放赎回,银华智能汽车量化股票发起式,,0.8456,0.8456,5034,0.04%,开放申购,2018-03-26
15284,开放赎回,银华智能汽车量化股票发起式,,0.8453,0.8453,5034,-3.56%,开放申购,2018-03-23
15285,开放赎回,银华智能汽车量化股票发起式,,0.8765,0.8765,5034,-0.83%,开放申购,2018-03-22
15286,开放赎回,银华智能汽车量化股票发起式,,0.8838,0.8838,5034,-0.70%,开放申购,2018-03-21
15287,开放赎回,银华智能汽车量化股票发起式,,0.8900,0.89,5034,-0.48%,开放申购,2018-03-20
15288,开放赎回,银华智能汽车量化股票发起式,,0.8585,0.8585,5033,1.42%,开放申购,2018-03-27
15289,开放赎回,银华智能汽车量化股票发起式,,0.8465,0.8465,5033,0.02%,开放申购,2018-03-26
15290,开放赎回,银华智能汽车量化股票发起式,,0.8463,0.8463,5033,-3.57%,开放申购,2018-03-23
15291,开放赎回,银华智能汽车量化股票发起式,,0.8776,0.8776,5033,-0.81%,开放申购,2018-03-22
15292,开放赎回,银华智能汽车量化股票发起式,,0.8848,0.8848,5033,-0.70%,开放申购,2018-03-21
15293,开放赎回,银华智能汽车量化股票发起式,,0.8910,0.891,5033,-0.49%,开放申购,2018-03-20
15294,开放赎回,银华智能汽车量化股票发起式,,0.8954,0.8954,5033,-0.28%,开放申购,2018-03-19
15295,开放赎回,银华智能汽车量化股票发起式,,0.8943,0.8943,5034,-0.29%,开放申购,2018-03-19
15296,开放赎回,银华智能汽车量化股票发起式,,0.8969,0.8969,5034,-0.64%,开放申购,2018-03-16
15297,开放赎回,银华智能汽车量化股票发起式,,0.9027,0.9027,5034,0.01%,开放申购,2018-03-15
15298,开放赎回,泰康瑞坤纯债债券,,1.0111,1.0111,5054,0.01%,开放申购,2018-03-27
15299,开放赎回,泰康瑞坤纯债债券,,1.0110,1.011,5054,0.06%,开放申购,2018-03-26
15300,开放赎回,泰康瑞坤纯债债券,,1.0104,1.0104,5054,0.07%,开放申购,2018-03-23
15301,开放赎回,泰康瑞坤纯债债券,,1.0097,1.0097,5054,0.03%,开放申购,2018-03-22
15302,开放赎回,泰康瑞坤纯债债券,,1.0094,1.0094,5054,0.04%,开放申购,2018-03-21
15303,开放赎回,泰康瑞坤纯债债券,,1.0090,1.009,5054,0.00%,开放申购,2018-03-20
15304,开放赎回,信诚智惠金货币,,0.9993,0.9993,5020,3.7330%,开放申购,2018-03-27
15305,开放赎回,信诚智惠金货币,,1.0057,1.0057,5020,3.7420%,开放申购,2018-03-26
15306,开放赎回,信诚智惠金货币,,1.0003,1.0003,5020,3.7530%,开放申购,2018-03-25
15307,开放赎回,信诚智惠金货币,,1.0003,1.0003,5020,3.7660%,开放申购,2018-03-24
15308,开放赎回,信诚智惠金货币,,1.0003,1.0003,5020,3.7790%,开放申购,2018-03-23
15309,开放赎回,信诚智惠金货币,,1.0067,1.0067,5020,3.7920%,开放申购,2018-03-22
15310,开放赎回,信诚智惠金货币,,1.0168,1.0168,5020,3.7360%,开放申购,2018-03-21
15311,开放赎回,银华智能汽车量化股票发起式,,0.8979,0.8979,5033,-0.64%,开放申购,2018-03-16
15312,开放赎回,银华智能汽车量化股票发起式,,0.9037,0.9037,5033,0.00%,开放申购,2018-03-15
15313,开放赎回,银华智能汽车量化股票发起式,,0.9037,0.9037,5033,-0.42%,开放申购,2018-03-14
15314,开放赎回,银华智能汽车量化股票发起式,,0.9026,0.9026,5034,-0.43%,开放申购,2018-03-14
15315,开放赎回,泰康瑞坤纯债债券,,1.0090,1.009,5054,0.04%,开放申购,2018-03-19
15316,开放赎回,泰康瑞坤纯债债券,,1.0086,1.0086,5054,0.02%,开放申购,2018-03-16
15317,开放赎回,泰康瑞坤纯债债券,,1.0084,1.0084,5054,0.00%,开放申购,2018-03-15
15318,开放赎回,泰康瑞坤纯债债券,,1.0084,1.0084,5054,0.01%,开放申购,2018-03-14
15319,开放赎回,信诚智惠金货币,,1.0166,1.0166,5020,3.6850%,开放申购,2018-03-20
15320,开放赎回,信诚智惠金货币,,1.0248,1.0248,5020,3.6240%,开放申购,2018-03-19
15321,开放赎回,信诚智惠金货币,,1.0247,1.0247,5020,3.5590%,开放申购,2018-03-18
15322,开放赎回,泰康景泰回报混合C,,0.9952,0.9952,5015,0.11%,开放申购,2018-03-27
15323,开放赎回,泰康景泰回报混合C,,0.9941,0.9941,5015,-0.30%,开放申购,2018-03-26
15324,开放赎回,泰康景泰回报混合C,,0.9971,0.9971,5015,-0.49%,开放申购,2018-03-23
15325,开放赎回,泰康景泰回报混合C,,1.0020,1.002,5015,-0.63%,开放申购,2018-03-22
15326,开放赎回,泰康景泰回报混合C,,1.0084,1.0084,5015,-0.26%,开放申购,2018-03-21
15327,开放赎回,泰康景泰回报混合C,,1.0110,1.011,5015,-0.07%,开放申购,2018-03-20
15328,开放赎回,泰康景泰回报混合A,,0.9952,0.9952,5014,0.11%,开放申购,2018-03-27
15329,开放赎回,泰康景泰回报混合A,,0.9941,0.9941,5014,-0.30%,开放申购,2018-03-26
15330,开放赎回,泰康景泰回报混合A,,0.9971,0.9971,5014,-0.49%,开放申购,2018-03-23
15331,开放赎回,泰康景泰回报混合A,,1.0020,1.002,5014,-0.63%,开放申购,2018-03-22
15332,开放赎回,泰康景泰回报混合A,,1.0084,1.0084,5014,-0.26%,开放申购,2018-03-21
15333,开放赎回,泰康景泰回报混合A,,1.0110,1.011,5014,-0.07%,开放申购,2018-03-20
15334,开放赎回,泰康景泰回报混合A,,1.0117,1.0117,5014,0.25%,开放申购,2018-03-19
15335,暂停赎回,国投瑞银和泰6个月债券,,1.0184,1.0184,5019,,暂停申购,2018-03-23
15336,暂停赎回,国投瑞银和泰6个月债券,,1.0160,1.016,5019,,暂停申购,2018-03-16
15337,暂停赎回,国投瑞银和泰6个月债券,,1.0150,1.015,5019,,暂停申购,2018-03-09
15338,暂停赎回,国投瑞银和泰6个月债券,,1.0141,1.0141,5019,,暂停申购,2018-03-02
15339,暂停赎回,国投瑞银和泰6个月债券,,1.0133,1.0133,5019,,暂停申购,2018-02-23
15340,暂停赎回,国投瑞银和泰6个月债券,,1.0123,1.0123,5019,,暂停申购,2018-02-14
15341,暂停赎回,国投瑞银和泰6个月债券,,1.0116,1.0116,5019,,暂停申购,2018-02-09
15342,开放赎回,景顺长城景瑞睿利回报混合,,0.9848,0.9848,5007,0.02%,开放申购,2018-03-27
15343,暂停赎回,景顺长城景瑞睿利回报混合,,0.9846,0.9846,5007,-0.22%,暂停申购,2018-03-26
15344,暂停赎回,景顺长城景瑞睿利回报混合,,0.9868,0.9868,5007,-0.19%,暂停申购,2018-03-23
15345,暂停赎回,景顺长城景瑞睿利回报混合,,0.9887,0.9887,5007,-0.18%,暂停申购,2018-03-22
15346,暂停赎回,景顺长城景瑞睿利回报混合,,0.9905,0.9905,5007,-0.09%,暂停申购,2018-03-21
15347,暂停赎回,景顺长城景瑞睿利回报混合,,0.9914,0.9914,5007,0.09%,暂停申购,2018-03-20
15348,暂停赎回,景顺长城景瑞睿利回报混合,,0.9905,0.9905,5007,-0.06%,暂停申购,2018-03-19
15349,开放赎回,金鹰添瑞中短债C,,1.0263,1.0263,5011,-0.02%,限制大额申购,2018-03-27
15350,开放赎回,金鹰添瑞中短债C,,1.0265,1.0265,5011,0.06%,限制大额申购,2018-03-26
15351,开放赎回,金鹰添瑞中短债C,,1.0259,1.0259,5011,0.07%,限制大额申购,2018-03-23
15352,开放赎回,金鹰添瑞中短债C,,1.0252,1.0252,5011,0.03%,限制大额申购,2018-03-22
15353,开放赎回,金鹰添瑞中短债C,,1.0249,1.0249,5011,0.03%,限制大额申购,2018-03-21
15354,开放赎回,金鹰添瑞中短债C,,1.0246,1.0246,5011,0.02%,限制大额申购,2018-03-20
15355,开放赎回,泰康景泰回报混合C,,1.0117,1.0117,5015,0.25%,开放申购,2018-03-19
15356,开放赎回,泰康景泰回报混合C,,1.0092,1.0092,5015,-0.35%,开放申购,2018-03-16
15357,开放赎回,泰康景泰回报混合C,,1.0127,1.0127,5015,0.60%,开放申购,2018-03-15
15358,开放赎回,泰康景泰回报混合A,,1.0092,1.0092,5014,-0.35%,开放申购,2018-03-16
15359,开放赎回,泰康景泰回报混合A,,1.0127,1.0127,5014,0.60%,开放申购,2018-03-15
15360,开放赎回,泰康景泰回报混合A,,1.0067,1.0067,5014,0.03%,开放申购,2018-03-14
15361,暂停赎回,国投瑞银和泰6个月债券,,1.0106,1.0106,5019,,暂停申购,2018-02-02
15362,暂停赎回,国投瑞银和泰6个月债券,,1.0095,1.0095,5019,,暂停申购,2018-01-26
15363,暂停赎回,国投瑞银和泰6个月债券,,1.0082,1.0082,5019,,暂停申购,2018-01-19
15364,暂停赎回,景顺长城景瑞睿利回报混合,,0.9911,0.9911,5007,-0.12%,暂停申购,2018-03-16
15365,暂停赎回,景顺长城景瑞睿利回报混合,,0.9923,0.9923,5007,0.15%,暂停申购,2018-03-15
15366,暂停赎回,景顺长城景瑞睿利回报混合,,0.9908,0.9908,5007,-0.03%,暂停申购,2018-03-14
15367,开放赎回,金鹰添瑞中短债C,,1.0244,1.0244,5011,0.05%,限制大额申购,2018-03-19
15368,开放赎回,金鹰添瑞中短债C,,1.0239,1.0239,5011,0.01%,限制大额申购,2018-03-16
15369,开放赎回,金鹰添瑞中短债C,,1.0238,1.0238,5011,0.01%,限制大额申购,2018-03-15
15370,开放赎回,金鹰添瑞中短债C,,1.0237,1.0237,5011,0.02%,限制大额申购,2018-03-14
15371,开放赎回,泰康景泰回报混合C,,1.0067,1.0067,5015,0.03%,开放申购,2018-03-14
15372,开放赎回,中金金泽C,,0.9781,0.9781,5006,1.07%,开放申购,2018-03-27
15373,开放赎回,中金金泽C,,0.9677,0.9677,5006,-0.25%,开放申购,2018-03-26
15374,开放赎回,中金金泽C,,0.9701,0.9701,5006,-3.60%,开放申购,2018-03-23
15375,开放赎回,中金金泽C,,1.0063,1.0063,5006,-0.40%,开放申购,2018-03-22
15376,开放赎回,中金金泽C,,1.0103,1.0103,5006,-0.18%,开放申购,2018-03-21
15377,开放赎回,中金金泽C,,1.0121,1.0121,5006,-0.05%,开放申购,2018-03-20
15378,开放赎回,中金金泽A,,0.9812,0.9812,5005,1.07%,开放申购,2018-03-27
15379,开放赎回,中金金泽A,,0.9708,0.9708,5005,-0.24%,开放申购,2018-03-26
15380,开放赎回,中金金泽A,,0.9731,0.9731,5005,-3.60%,开放申购,2018-03-23
15381,开放赎回,中金金泽A,,1.0094,1.0094,5005,-0.39%,开放申购,2018-03-22
15382,开放赎回,中金金泽A,,1.0134,1.0134,5005,-0.20%,开放申购,2018-03-21
15383,开放赎回,中金金泽A,,1.0154,1.0154,5005,-0.06%,开放申购,2018-03-20
15384,开放赎回,长信全球债券美元,,0.1509,0.1509,4999,-0.07%,开放申购,2018-03-26
15385,开放赎回,长信全球债券美元,,0.1510,0.151,4999,-0.33%,开放申购,2018-03-23
15386,开放赎回,长信全球债券美元,,0.1515,0.1515,4999,0.07%,开放申购,2018-03-22
15387,开放赎回,长信全球债券美元,,0.1514,0.1514,4999,0.00%,开放申购,2018-03-21
15388,开放赎回,长信全球债券美元,,0.1514,0.1514,4999,-0.07%,开放申购,2018-03-20
15389,开放赎回,长信全球债券美元,,0.1515,0.1515,4999,-0.13%,开放申购,2018-03-19
15390,开放赎回,中金金泽C,,1.0126,1.0126,5006,-0.86%,开放申购,2018-03-19
15391,开放赎回,中金金泽C,,1.0214,1.0214,5006,-0.47%,开放申购,2018-03-16
15392,开放赎回,中金金泽C,,1.0262,1.0262,5006,-0.33%,开放申购,2018-03-15
15393,开放赎回,中金金泽A,,1.0160,1.016,5005,-0.88%,开放申购,2018-03-19
15394,开放赎回,中金金泽A,,1.0250,1.025,5005,-0.47%,开放申购,2018-03-16
15395,开放赎回,中金金泽A,,1.0298,1.0298,5005,-0.32%,开放申购,2018-03-15
15396,开放赎回,中金金泽A,,1.0331,1.0331,5005,-0.58%,开放申购,2018-03-14
15397,开放赎回,长信全球债券美元,,0.1517,0.1517,4999,-0.07%,开放申购,2018-03-16
15398,开放赎回,长信全球债券美元,,0.1518,0.1518,4999,-0.07%,开放申购,2018-03-15
15399,开放赎回,长信全球债券美元,,0.1519,0.1519,4999,-0.07%,开放申购,2018-03-14
15400,开放赎回,长信全球债券美元,,0.1520,0.152,4999,0.00%,开放申购,2018-03-13
15401,开放赎回,中金金泽C,,1.0296,1.0296,5006,-0.57%,开放申购,2018-03-14
15402,开放赎回,人保研究精选混合A,,1.0030,1.003,5041,0.08%,开放申购,2018-03-27
15403,开放赎回,人保研究精选混合A,,1.0022,1.0022,5041,0.10%,开放申购,2018-03-26
15404,开放赎回,人保研究精选混合A,,1.0012,1.0012,5041,-0.06%,开放申购,2018-03-23
15405,开放赎回,人保研究精选混合A,,1.0018,1.0018,5041,0.00%,开放申购,2018-03-22
15406,开放赎回,人保研究精选混合A,,1.0018,1.0018,5041,0.01%,开放申购,2018-03-21
15407,开放赎回,人保研究精选混合A,,1.0017,1.0017,5041,0.01%,开放申购,2018-03-20
15408,开放赎回,人保研究精选混合A,,1.0016,1.0016,5041,0.00%,开放申购,2018-03-19
15409,开放赎回,人保研究精选混合A,,1.0016,1.0016,5041,-0.01%,开放申购,2018-03-16
15410,封闭期,人保研究精选混合A,,1.0017,1.0017,5041,,封闭期,2018-03-15
15411,封闭期,人保研究精选混合A,,1.0022,1.0022,5041,,封闭期,2018-03-09
15412,开放赎回,交银持续成长主题混合,,1.0471,1.0471,5001,1.77%,开放申购,2018-03-27
15413,开放赎回,交银持续成长主题混合,,1.0289,1.0289,5001,2.25%,开放申购,2018-03-26
15414,开放赎回,交银持续成长主题混合,,1.0063,1.0063,5001,-0.67%,开放申购,2018-03-23
15415,开放赎回,交银持续成长主题混合,,1.0131,1.0131,5001,-0.16%,开放申购,2018-03-22
15416,开放赎回,交银持续成长主题混合,,1.0147,1.0147,5001,-0.44%,开放申购,2018-03-21
15417,开放赎回,南方安福混合,,1.0052,1.0052,5059,0.04%,开放申购,2018-03-27
15418,开放赎回,南方安福混合,,1.0048,1.0048,5059,-0.04%,开放申购,2018-03-26
15419,开放赎回,南方安福混合,,1.0052,1.0052,5059,-0.24%,开放申购,2018-03-23
15420,开放赎回,南方安福混合,,1.0076,1.0076,5059,0.00%,开放申购,2018-03-22
15421,开放赎回,泰康泉林量化价值精选混合A,,0.9782,0.9782,5000,1.61%,开放申购,2018-03-27
15422,开放赎回,泰康泉林量化价值精选混合A,,0.9627,0.9627,5000,1.11%,开放申购,2018-03-26
15423,开放赎回,泰康泉林量化价值精选混合A,,0.9521,0.9521,5000,-3.83%,开放申购,2018-03-23
15424,开放赎回,泰康泉林量化价值精选混合A,,0.9900,0.99,5000,-0.65%,开放申购,2018-03-22
15425,开放赎回,广发品牌消费股票发起式,,0.9559,0.9559,4995,0.06%,开放申购,2018-03-27
15426,开放赎回,广发品牌消费股票发起式,,0.9553,0.9553,4995,-1.24%,开放申购,2018-03-26
15427,开放赎回,南华瑞颐混合A,,1.0098,1.0098,5047,-0.13%,开放申购,2018-03-27
15428,开放赎回,南华瑞颐混合A,,1.0111,1.0111,5047,0.00%,开放申购,2018-03-26
15429,开放赎回,南华瑞颐混合A,,1.0111,1.0111,5047,-0.50%,开放申购,2018-03-23
15430,开放赎回,南华瑞颐混合A,,1.0162,1.0162,5047,-0.07%,开放申购,2018-03-22
15431,开放赎回,南华瑞颐混合A,,1.0169,1.0169,5047,0.09%,开放申购,2018-03-21
